pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
551	滝の前にある岩の上に座っているＴシャツを着た男性は一人もいない	女性が座っていて、滝を見ている	1.7	neutral
552	女性が座っていて、滝を見ている	ロック歌手が、灰色の滝の上にいる男性の絵を前面にあしらったＴシャツを持って座っている	1.7	neutral
555	茶色の犬と黒い犬が草原で走っている	草原で走っている犬は一匹もいない	2.7	contradiction
556	黒人の人が茶色の草原で走って犬と競争している	茶色の犬と黒い犬が草原で走っている	2.7	neutral
557	濃い黒色の犬と薄い茶色の犬が裏の庭で遊んでいる	濃い黒色の犬と薄い茶色の犬が裏庭で遊んでいる	4.7	entailment
560	濃い黒色の犬と薄い茶色の犬が裏の庭で遊んでいる	茶色の犬と黒い犬が草原で走っている	2.0	neutral
561	濃い黒色の犬と薄い茶色の犬が裏庭で喧嘩をしている	茶色の犬と黒い犬が草原で走っている	2.0	neutral
564	草原で走っている犬は一匹もいない	濃い黒色の犬と薄い茶色の犬が裏庭で遊んでいる	2.3	neutral
565	濃い黒色の犬と薄い茶色の犬が裏庭で遊んでいる	黒人の人が茶色の草原で走って犬と競争している	2.0	neutral
568	茶色と白の毛並みをしている犬が浅瀬で座っている	茶色と白の毛並みをしている犬が浅瀬を小走りに通っている	2.7	contradiction
570	白と茶色の犬がやっとのことで水の中を歩いている	白と茶色の犬が水の中をやっとのことでゆっくり歩いている	4.0	entailment
581	男の子たちのグループが木製の大きな扉の前で静かにしている	男の子たちのグループが木製の大きな扉の前でボール遊びをしている	3.0	contradiction
586	その子供たちは大きな扉の前で遊んでいない	男の子たちのグループが木製の大きな扉の前でボール遊びをしている	2.3	neutral
587	男の子たちの群れが木製の大きな扉の前でボール遊びをしている	その子供たちは大きな扉の前で遊んでいる	3.7	neutral
588	その子供たちは大きな扉の前で遊んでいる	男の子たちのグループが木製の大きな扉の前で静かにしている	2.3	neutral
597	黒、赤、白、そしてピンクのドレスが女性に着られている	女性がとても大きなマントを脱いで、贅沢な衣装を披露している	1.7	neutral
599	女性がとても大きなマントを脱いで、贅沢なドレスを披露している	黒、赤、白、そしてピンクのドレスが女性に着られている	1.7	neutral
601	十代の女の子が赤いビーズを保管している	十代の女の子が赤いビーズを身に着けている	4.0	neutral
603	薄茶色の髪をした若い女性が赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	年齢が若くて薄茶色の髪をした女性が、赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	5.0	entailment
604	薄茶色の髪をした若い女性が赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	薄茶色の髪をして、赤いネックレス、スウェットシャツ、そしてイヤリングを身に着け、微笑んでいる若い女性は一人もいない	3.5	contradiction
605	薄茶色の髪をした若い女性が赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	微笑んでいる女性の絵があしらわれた赤いスウェットシャツは、薄茶色の髪、イヤリング、そしてネックレスと一緒に着られるのに適している	2.0	neutral
606	年齢が若くて薄茶色の髪をした女性が、赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	十代の女の子が赤いビーズを身に着けている	1.5	neutral
609	薄茶色の髪をした若い女性が赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	その十代の女の子は赤いビーズを身に着けている	1.5	neutral
611	その女の子は赤が好きで、十代向けのビーズを身に着けていない	薄茶色の髪をした若い女性が赤いネックレス、スウェットシャツ、そしてイヤリングを身に着けていて、微笑んでいる	1.5	neutral
617	怖がっている小さな男の子がクライミングウォールの上にいる	怖がっている小さな男の子が地面の上にいる	2.0	contradiction
621	男の子が、クライミングのために人工的に造られた壁を登っていて、ロープに連結されている	クライミングをしている男の子が、怖がっている猫を壁の上から救出する	2.0	neutral
622	怖がっている小さな男の子がクライミングウォールの上にいる	男の子が、クライミングのために人工的に造られた壁を楽々と登っていて、ロープに連結されている	2.0	neutral
625	男の子が、クライミングのために人工的に造られた壁を登っていて、ロープに連結されている	怖がっている小さな男の子がクライミングウォールの上にいる	1.5	neutral
